unit,window_start_index,window_end_index,window_length,cycle_start,cycle_end,is_anomaly_window,reconstruction_error,predicted_anomaly,isolation_forest_score,local_outlier_factor_score,zscore_score,mad_score
2,65,84,20,66,85,1,2.081801176071167,1,0.046216638226420304,13.209067104579363,3.7168615104130165,4.1394142987911025
2,70,89,20,71,90,1,2.068861961364746,1,0.046216638226420304,13.209067104579363,3.7168615104130165,4.1394142987911025
2,75,94,20,76,95,1,2.818272590637207,1,0.0574295918942318,20.504087548682243,4.034106491470527,4.242349164215048
2,80,99,20,81,100,1,2.2332351207733154,1,0.0574295918942318,20.504087548682243,4.034106491470527,4.242349164215048
2,85,104,20,86,105,1,3.1864678859710693,1,0.0574295918942318,20.504087548682243,4.532574646001633,4.346599687731769
3,0,19,20,1,20,0,0.8664677739143372,0,0.014303030907740655,3.7933910034667404,1.0204320690992823,1.0475556094804432
3,5,24,20,6,25,0,0.9044753313064575,0,0.027225435779158702,3.6771950862797684,1.1273599325084507,1.162380561092391
3,10,29,20,11,30,0,0.9348373413085938,0,0.027225435779158702,3.6771950862797684,1.1273599325084507,1.162380561092391
3,15,34,20,16,35,0,0.9552599787712097,0,0.027225435779158702,3.6771950862797684,1.1273599325084507,1.162380561092391
3,20,39,20,21,40,0,0.9532845616340637,0,0.027225435779158702,3.63768737985411,1.1273599325084507,1.162380561092391
3,25,44,20,26,45,0,0.929796576499939,0,0.026959516967319463,3.63768737985411,1.103069966712295,1.1320781339299033
3,30,49,20,31,50,0,0.9006332159042358,0,0.026478500164006546,4.001383453841549,1.0829536719177817,1.1142606663586605
3,35,54,20,36,55,0,0.8778415322303772,0,0.014569941535078734,4.001383453841549,1.0006333678597965,1.034123209684551
3,40,59,20,41,60,0,0.8892465233802795,0,0.022886857212395584,4.001383453841549,1.0610731246628686,1.0958679495873005
3,45,64,20,46,65,0,0.8832671046257019,0,0.022886857212395584,4.001383453841549,1.0610731246628686,1.0958679495873005
3,50,69,20,51,70,0,0.8851836323738098,0,0.022886857212395584,3.8749639936435227,1.0610731246628686,1.0958679495873005
3,55,74,20,56,75,0,0.8833072781562805,0,0.022886857212395584,3.8749639936435227,1.0610731246628686,1.0958679495873005
3,60,79,20,61,80,0,0.8903390765190125,0,0.01652961907910322,3.8749639936435227,1.0064843669748857,1.03733469945832
3,65,84,20,66,85,1,0.9103383421897888,0,0.019498347361312618,3.9726102698685453,1.0603351474442546,1.0850534315839824
3,70,89,20,71,90,1,0.9402598738670349,0,0.034515616955262396,3.9726102698685453,1.1265731177438945,1.1612927651895555
3,75,94,20,76,95,1,0.9575231075286865,0,0.034515616955262396,3.9726102698685453,1.1265731177438945,1.1612927651895555
3,80,99,20,81,100,1,0.9713545441627502,0,0.034515616955262396,3.9726102698685453,1.1265731177438945,1.1612927651895555
3,85,104,20,86,105,1,0.9663054943084717,0,0.034515616955262396,3.692725708722074,1.1265731177438945,1.1612927651895555
4,0,19,20,1,20,0,0.7100815176963806,0,-0.015767662405681837,3.9039177840424673,0.9060091465427804,0.926699188089188
4,5,24,20,6,25,0,0.6929464340209961,0,-0.015767662405681837,3.9491271582973964,0.9060091465427804,0.926699188089188
4,10,29,20,11,30,0,0.6911479830741882,0,-0.013107597676100868,3.9491271582973964,0.9385594952147013,0.964930865268016
4,15,34,20,16,35,0,0.6921058893203735,0,-0.013107597676100868,3.9491271582973964,0.9385594952147013,0.964930865268016
4,20,39,20,21,40,0,0.6908098459243774,0,-0.013107597676100868,3.9535437542461676,0.9385594952147013,0.964930865268016
4,25,44,20,26,45,0,0.7214831709861755,0,0.003923701147146352,3.9535437542461676,1.132065572253146,1.1594094241071782
4,30,49,20,31,50,0,0.723412275314331,0,0.003923701147146352,3.9535437542461676,1.132065572253146,1.1594094241071782
4,35,54,20,36,55,0,0.7278637290000916,0,0.003923701147146352,3.9535437542461676,1.132065572253146,1.1594094241071782
4,40,59,20,41,60,0,0.7202786803245544,0,0.003923701147146352,3.9498470873878073,1.132065572253146,1.1594094241071782
4,45,64,20,46,65,0,0.7039340138435364,0,-0.02000031332105201,3.8851564275995276,0.8897410645894985,0.9126330609597559
4,50,69,20,51,70,0,0.6957961916923523,0,-0.023317466950954158,3.8739018782851824,0.8876688905367025,0.9126330609597559
4,55,74,20,56,75,0,0.6851270198822021,0,-0.023317466950954158,3.8705691129176256,0.8876688905367025,0.9126330609597559
4,60,79,20,61,80,0,0.6789170503616333,0,-0.023317466950954158,3.8705691129176256,0.8876688905367025,0.9126330609597559
4,65,84,20,66,85,0,0.6863102316856384,0,-0.01246817759458152,3.8345982301703803,0.9568077791747003,0.9825390152724525
4,70,89,20,71,90,0,0.6725629568099976,0,-0.01246817759458152,3.8362091328108483,0.9568077791747003,0.9825390152724525
4,75,94,20,76,95,0,0.6800343990325928,0,-0.01246817759458152,3.873320457359354,0.9568077791747003,0.9825390152724525
4,80,99,20,81,100,0,0.682501494884491,0,-0.01246817759458152,3.9227885670586917,0.9568077791747003,0.9825390152724525
4,85,104,20,86,105,0,0.6534586548805237,0,-0.02365552043139124,3.9227885670586917,0.8817377526421827,0.903400031810946
4,90,109,20,91,110,0,0.6623676419258118,0,-0.021163793977856005,3.9227885670586917,0.8817377526421827,0.903400031810946
4,95,114,20,96,115,1,1.6067050695419312,1,0.017256981490336276,19.06029528159667,4.4243015551693485,4.130841424320854
4,100,119,20,101,120,1,2.5768141746520996,1,0.017256981490336276,19.06029528159667,4.431588556048865,4.348194775936255
4,105,124,20,106,125,1,2.5942623615264893,1,0.017256981490336276,19.06029528159667,4.431588556048865,4.348194775936255
4,110,129,20,111,130,1,2.5865907669067383,1,0.017256981490336276,19.06029528159667,4.431588556048865,4.348194775936255
4,115,134,20,116,135,1,1.672821044921875,1,0.014172048748465005,15.504783621050871,4.431588556048865,4.348194775936255
4,120,139,20,121,140,1,1.4903836250305176,1,-0.0006544363154901145,15.453610053740354,4.069007798255938,4.1426785791613465
4,125,144,20,126,145,1,2.3731160163879395,1,0.009606862360749924,16.869984313331113,4.293698397232846,4.328349930202228
4,130,149,20,131,150,1,2.375591516494751,1,0.009606862360749924,16.869984313331113,4.293698397232846,4.328349930202228
4,135,154,20,136,155,1,2.3536880016326904,1,0.009606862360749924,16.869984313331113,4.293698397232846,4.328349930202228
5,0,19,20,1,20,0,1.3219703435897827,1,0.025464404868214663,5.788189149020625,1.2821962028055829,1.3177447124633062
5,5,24,20,6,25,0,1.3565574884414673,1,0.025464404868214663,5.788189149020625,1.2821962028055829,1.3177447124633062
5,10,29,20,11,30,0,1.3679708242416382,1,0.024737517451840052,5.81421028090683,1.27598062438471,1.3099841903047222
5,15,34,20,16,35,0,1.3699132204055786,1,0.024737517451840052,5.81421028090683,1.27598062438471,1.3099841903047222
5,20,39,20,21,40,0,1.3635783195495605,1,0.024737517451840052,5.81421028090683,1.27598062438471,1.3099841903047222
5,25,44,20,26,45,0,1.3565621376037598,1,0.021159138274792655,5.81421028090683,1.3175688793882636,1.3586160271541878
5,30,49,20,31,50,0,1.336603045463562,1,0.021159138274792655,5.748494015143043,1.3175688793882636,1.3586160271541878
5,35,54,20,36,55,0,1.3194156885147095,1,0.019628336500668753,5.745828440223306,1.3175688793882636,1.3586160271541878
5,40,59,20,41,60,0,1.3213086128234863,1,0.020156331254646886,5.745828440223306,1.3175688793882636,1.3586160271541878
5,45,64,20,46,65,0,1.2899565696716309,1,0.020156331254646886,5.745828440223306,1.2664949147150075,1.3015114607420855
5,50,69,20,51,70,0,1.283882975578308,1,0.020156331254646886,5.685873610113898,1.2664949147150075,1.3015114607420855
5,55,74,20,56,75,0,1.2861478328704834,1,0.020156331254646886,5.771236048381415,1.2664949147150075,1.3015114607420855
5,60,79,20,61,80,0,1.3147143125534058,1,0.022543603112621824,5.771236048381415,1.26360164072904,1.2897303526308106
5,65,84,20,66,85,0,1.313624620437622,1,0.022543603112621824,5.771236048381415,1.26360164072904,1.2897303526308106
5,70,89,20,71,90,0,1.3198964595794678,1,0.022543603112621824,5.787294888377419,1.26360164072904,1.2897303526308106
5,75,94,20,76,95,0,1.3435914516448975,1,0.028693094300546118,5.787294888377419,1.26360164072904,1.2897303526308106
5,80,99,20,81,100,0,1.3081889152526855,1,0.028693094300546118,5.787294888377419,1.2528161821987658,1.2823242655812197
5,85,104,20,86,105,0,1.3277841806411743,1,0.03398835031830727,5.787294888377419,1.2718811690896195,1.2970599026547862
5,90,109,20,91,110,1,3.772871255874634,1,0.03677672265425924,20.59117460187318,4.407754734686718,4.494686141599889
5,95,114,20,96,115,1,4.4139628410339355,1,0.06187528700827327,20.59117460187318,4.407754734686718,4.494686141599889
5,100,119,20,101,120,1,5.3832855224609375,1,0.06187528700827327,20.59117460187318,4.560302771774006,4.494686141599889
5,105,124,20,106,125,1,6.12920618057251,1,0.06187528700827327,20.59117460187318,4.560302771774006,4.494686141599889
5,110,129,20,111,130,1,3.6392481327056885,1,0.06187528700827327,18.204235631409304,4.560302771774006,4.44840805158914
5,115,134,20,116,135,1,2.9937987327575684,1,0.04767325048561877,18.204235631409304,4.560302771774006,4.44840805158914
5,120,139,20,121,140,1,2.0302517414093018,1,0.04767325048561877,16.456460065477966,3.992621021544871,4.44840805158914
5,125,144,20,126,145,1,2.253790855407715,1,0.05999196832984388,18.43019997328532,4.466051621471727,4.398549112863948
5,130,149,20,131,150,1,3.087646961212158,1,0.05999196832984388,20.180613293604342,4.466051621471727,4.398549112863948
6,0,19,20,1,20,0,0.7122928500175476,0,-0.01949437638284318,4.161036113532391,0.9845381931266286,0.9900184732748089
6,5,24,20,6,25,0,0.7246437072753906,0,-0.01949437638284318,4.146022164434536,0.9845381931266286,0.9900184732748089
6,10,29,20,11,30,0,0.7127761244773865,0,-0.015593167933473706,4.136174926326755,0.9583323735089035,0.9570624572380896
6,15,34,20,16,35,0,0.7115781307220459,0,-0.015593167933473706,4.136174926326755,0.9583323735089035,0.9570624572380896
6,20,39,20,21,40,0,0.7136675715446472,0,-0.015593167933473706,4.0202795991269475,0.9991444635503486,1.0028881095180533
6,25,44,20,26,45,0,0.7017168402671814,0,-0.015593167933473706,4.0202795991269475,0.9991444635503486,1.0028881095180533
6,30,49,20,31,50,0,0.7098461985588074,0,-0.015537325313334571,4.0202795991269475,0.9991444635503486,1.0028881095180533
6,35,54,20,36,55,0,0.7195485234260559,0,-0.015537325313334571,4.0202795991269475,0.9991444635503486,1.0028881095180533
6,40,59,20,41,60,0,0.7122621536254883,0,-0.015537325313334571,3.99261776622628,0.9282330143653911,0.9223153073362348
6,45,64,20,46,65,0,0.7369046807289124,0,-0.015537325313334571,3.99261776622628,0.9290594074868104,0.9268284170242936
6,50,69,20,51,70,0,0.7333620190620422,0,-0.017285969104614884,4.11358831082165,0.9441323034170809,0.939933942452886
6,55,74,20,56,75,0,0.7237226366996765,0,-0.017365090870760158,4.11358831082165,0.9892781041627701,0.9962443391021402
6,60,79,20,61,80,0,0.7323004603385925,0,-0.011307509124984405,4.11358831082165,0.9892781041627701,0.9962443391021402
6,65,84,20,66,85,0,0.7126810550689697,0,-0.011307509124984405,4.11358831082165,0.9892781041627701,0.9962443391021402
6,70,89,20,71,90,0,0.7139809727668762,0,-0.011307509124984405,4.089136951672981,0.9892781041627701,0.9962443391021402
6,75,94,20,76,95,1,1.4682592153549194,1,0.009813910253341995,18.929103099962635,3.9431577837218663,4.524431278615566
6,80,99,20,81,100,1,1.44994056224823,1,0.009813910253341995,18.929103099962635,3.9431577837218663,4.524431278615566
6,85,104,20,86,105,1,1.4513353109359741,1,0.009813910253341995,18.929103099962635,3.9431577837218663,4.524431278615566
6,90,109,20,91,110,1,1.4373873472213745,1,0.009813910253341995,18.929103099962635,3.9431577837218663,4.524431278615566
6,95,114,20,96,115,1,1.519456148147583,1,-0.003613427168375205,21.157040770955128,4.146133297459037,4.351540216976046
6,100,119,20,101,120,1,1.5168827772140503,1,-0.003613427168375205,21.157040770955128,4.146133297459037,4.351540216976046
6,105,124,20,106,125,1,2.473508596420288,1,0.025394881570223404,21.157040770955128,4.450317058961962,4.351540216976046
7,0,19,20,1,20,0,0.80156409740448,0,0.0002920005269234638,4.186025307409601,0.9456565559252205,1.0007834216060727
7,5,24,20,6,25,0,0.8121110796928406,0,0.007837359398412458,4.186025307409601,0.9676234451744639,1.0148406074002483
7,10,29,20,11,30,0,0.8068444728851318,0,0.007837359398412458,4.147533464923836,1.0180208935809496,1.069275927665407
7,15,34,20,16,35,0,0.7974135875701904,0,0.007837359398412458,4.147533464923836,1.0180208935809496,1.069275927665407
7,20,39,20,21,40,0,0.8025570511817932,0,0.007837359398412458,4.147533464923836,1.0180208935809496,1.069275927665407
7,25,44,20,26,45,0,0.8009054660797119,0,0.006628489169460905,4.111910023285567,1.0180208935809496,1.069275927665407
7,30,49,20,31,50,0,0.8007678985595703,0,0.006222946462861811,4.078769753861413,1.0155486702570873,1.0684020902148412
7,35,54,20,36,55,0,0.8084350228309631,0,0.006222946462861811,4.078769753861413,1.0155486702570873,1.0684020902148412
7,40,59,20,41,60,0,0.811770498752594,0,0.007346124957824274,4.176273422931263,0.9959691942963559,1.0478278266499927
7,45,64,20,46,65,0,0.8160471320152283,0,0.007346124957824274,4.188256515055676,0.9959691942963559,1.0478278266499927
7,50,69,20,51,70,0,0.8099663853645325,0,0.007346124957824274,4.188256515055676,0.9730728686202509,1.0231287805878202
7,55,74,20,56,75,0,0.8159322738647461,0,0.007346124957824274,4.188256515055676,0.9730728686202509,1.0231287805878202
7,60,79,20,61,80,0,0.8085708022117615,0,0.0014094484131100815,4.188256515055676,0.9580613650288033,1.0079082595815234
7,65,84,20,66,85,0,0.7954074144363403,0,-0.0017565599219817596,4.069541574391521,0.9510340548422231,1.0025486292266281
7,70,89,20,71,90,0,0.8012691140174866,0,0.00968221735993402,3.989621195683357,0.9732696120467581,1.0191818904527168
7,75,94,20,76,95,0,0.7839922308921814,0,0.00968221735993402,3.989621195683357,0.9732696120467581,1.0191818904527168
7,80,99,20,81,100,0,0.7805736660957336,0,0.00968221735993402,3.989621195683357,0.9823598390979942,1.0269671004894387
7,85,104,20,86,105,0,0.7878714203834534,0,0.00968221735993402,3.989621195683357,0.9823598390979942,1.0269671004894387
7,90,109,20,91,110,0,0.7894514203071594,0,0.007349805110041796,3.988254845201446,1.0068362825260733,1.0542067403525468
7,95,114,20,96,115,0,0.79194176197052,0,0.007349805110041796,4.023083747040612,1.0068362825260733,1.0542067403525468
7,100,119,20,101,120,0,0.7948352098464966,0,0.007349805110041796,4.034521156720017,1.0068362825260733,1.0542067403525468
7,105,124,20,106,125,1,1.5574084520339966,1,0.03600145992321424,17.576169264375146,3.954770841430127,4.316772517689541
7,110,129,20,111,130,1,2.4140212535858154,1,0.0363496367020546,18.865489894403282,4.245721884024498,4.457016301839211
7,115,134,20,116,135,1,4.5493998527526855,1,0.041261442515992286,18.926892042299926,4.423027494372784,4.457016301839211
7,120,139,20,121,140,1,4.549911022186279,1,0.041261442515992286,18.926892042299926,4.423027494372784,4.457016301839211
7,125,144,20,126,145,1,4.6316399574279785,1,0.041261442515992286,18.926892042299926,4.423027494372784,4.457016301839211
7,130,149,20,131,150,1,3.7756283283233643,1,0.041261442515992286,18.926892042299926,4.423027494372784,4.3824435915447895
7,135,154,20,136,155,1,1.6435902118682861,1,0.031884991382620353,16.077723530234447,4.144149895265217,4.3824435915447895
7,140,159,20,141,160,1,1.6422170400619507,1,0.031884991382620353,16.077723530234447,4.144149895265217,4.3824435915447895
7,145,164,20,146,165,1,1.6167632341384888,1,0.04124287216244549,16.162375373739394,4.166612325279941,3.9349618134865976
7,150,169,20,151,170,1,2.5114970207214355,1,0.05211646863489616,16.162375373739394,4.343368885169129,4.779672828641486
8,0,19,20,1,20,0,1.1388694047927856,0,0.020913857554867965,5.383194668326068,1.1844747973779046,1.2228647129649015
8,5,24,20,6,25,0,1.1348201036453247,0,0.0205868370400355,5.383194668326068,1.1844747973779046,1.2228647129649015
8,10,29,20,11,30,0,1.1243520975112915,0,0.01362069278345801,5.405400011650748,1.152385207292018,1.1861465181937714
8,15,34,20,16,35,0,1.1402100324630737,0,0.01617039624319494,5.405400011650748,1.152385207292018,1.1861465181937714
8,20,39,20,21,40,0,1.1360878944396973,0,0.01617039624319494,5.439601080092629,1.152385207292018,1.1861465181937714
8,25,44,20,26,45,0,1.1570335626602173,0,0.028297151677943333,5.439601080092629,1.226633473232018,1.2662989318178444
8,30,49,20,31,50,0,1.1567134857177734,0,0.028297151677943333,5.439601080092629,1.226633473232018,1.2662989318178444
8,35,54,20,36,55,0,1.1462088823318481,0,0.028297151677943333,5.439601080092629,1.226633473232018,1.2662989318178444
8,40,59,20,41,60,0,1.1531707048416138,0,0.028297151677943333,5.335303365292592,1.226633473232018,1.2662989318178444
8,45,64,20,46,65,0,1.1263177394866943,0,0.021660008878256143,5.335303365292592,1.1701426151325958,1.206598462152951
8,50,69,20,51,70,0,1.130829930305481,0,0.024027638113581884,5.335303365292592,1.1489511300232778,1.185599254957947
8,55,74,20,56,75,0,1.1277194023132324,0,0.024027638113581884,5.3321696266788665,1.1489511300232778,1.185599254957947
8,60,79,20,61,80,0,1.1323049068450928,0,0.024027638113581884,5.328072374266714,1.1489511300232778,1.185599254957947
8,65,84,20,66,85,0,1.131564736366272,0,0.024027638113581884,5.328072374266714,1.1489511300232778,1.185599254957947
8,70,89,20,71,90,0,1.112268090248108,0,0.017739140793069486,5.328072374266714,1.1452050058265537,1.1848872772291754
8,75,94,20,76,95,0,1.1067651510238647,0,0.017739140793069486,5.4041669974475335,1.1403567013922982,1.1773149352684877
8,80,99,20,81,100,0,1.0953227281570435,0,0.017739140793069486,5.4041669974475335,1.1389804631096414,1.1730028543664022
8,85,104,20,86,105,0,1.1004674434661865,0,0.027102396754354552,5.4041669974475335,1.1899808672422347,1.2265521245426556
8,90,109,20,91,110,0,1.1255091428756714,0,0.030123485515391235,5.4041669974475335,1.1899808672422347,1.2265521245426556
8,95,114,20,96,115,0,1.128514051437378,0,0.030123485515391235,5.3562294571001265,1.1899808672422347,1.2265521245426556
8,100,119,20,101,120,1,1.7821775674819946,1,0.030123485515391235,17.630440995767973,3.7977237417581806,3.670273019419544
8,105,124,20,106,125,1,2.558065176010132,1,0.05457691244478047,19.296900557129877,4.049004621890856,4.498532334175655
8,110,129,20,111,130,1,3.3426926136016846,1,0.055655393314853696,19.296900557129877,4.109147374477463,4.498532334175655
8,115,134,20,116,135,1,3.333094596862793,1,0.055655393314853696,19.296900557129877,4.109147374477463,4.498532334175655
8,120,139,20,121,140,1,2.6823651790618896,1,0.055655393314853696,19.296900557129877,4.109147374477463,4.498532334175655
8,125,144,20,126,145,1,1.9223424196243286,1,0.055655393314853696,12.873327311848298,4.109147374477463,4.476165095309797
8,130,149,20,131,150,1,1.1041432619094849,0,0.030491540882322754,5.47552058281462,1.210187342203727,1.23939976316805
8,135,154,20,136,155,1,1.9394035339355469,1,0.0381049412280664,20.022380212742547,4.287963152000323,3.8954823788235795
8,140,159,20,141,160,1,1.9299768209457397,1,0.0381049412280664,20.022380212742547,4.287963152000323,3.8954823788235795
8,145,164,20,146,165,1,2.7192723751068115,1,0.0381049412280664,20.022380212742547,4.287963152000323,4.482676140387418
9,0,19,20,1,20,0,0.41227489709854126,0,-0.047955220410020094,4.064813693635306,0.7757122282274802,0.8123502045020521
9,5,24,20,6,25,0,0.4169993996620178,0,-0.04855761036930195,3.9621163699511994,0.7886663543828054,0.8285383787329714
9,10,29,20,11,30,0,0.41618773341178894,0,-0.048505888408974296,3.9621163699511994,0.8108201404674267,0.8542029483035627
9,15,34,20,16,35,0,0.4177110493183136,0,-0.048505888408974296,3.948556382278885,0.8108201404674267,0.8542029483035627
9,20,39,20,21,40,0,0.410340279340744,0,-0.048505888408974296,3.948556382278885,0.8108201404674267,0.8542029483035627
9,25,44,20,26,45,0,0.4005833864212036,0,-0.048505888408974296,3.948556382278885,0.8108201404674267,0.8542029483035627
9,30,49,20,31,50,0,0.3969558775424957,0,-0.044934198843088025,3.948556382278885,0.763066205922356,0.7997403398913314
9,35,54,20,36,55,0,0.40711575746536255,0,-0.044934198843088025,3.946872063820018,0.763066205922356,0.7997403398913314
9,40,59,20,41,60,0,0.4132896661758423,0,-0.044934198843088025,3.88095381209291,0.763066205922356,0.7997403398913314
9,45,64,20,46,65,0,0.42763373255729675,0,-0.044934198843088025,3.868896123704554,0.763066205922356,0.7997403398913314
9,50,69,20,51,70,0,0.44516170024871826,0,-0.04111069572569731,3.7934640515988582,0.9220342576366427,0.9727001730886573
9,55,74,20,56,75,0,0.45038947463035583,0,-0.04111069572569731,3.7934640515988582,0.9220342576366427,0.9727001730886573
9,60,79,20,61,80,0,0.45866116881370544,0,-0.03992213826962587,3.8251366562707125,0.9220342576366427,0.9727001730886573
9,65,84,20,66,85,0,0.46781811118125916,0,-0.03075817091668287,3.8251366562707125,0.9220342576366427,0.9727001730886573
9,70,89,20,71,90,0,0.4509473145008087,0,-0.03075817091668287,3.8251366562707125,0.8354569789797254,0.8811045289410896
9,75,94,20,76,95,1,0.4536122977733612,0,-0.03075817091668287,3.8251366562707125,0.8354569789797254,0.8811045289410896
9,80,99,20,81,100,1,0.44447794556617737,0,-0.03075817091668287,3.877803633579273,0.8354569789797254,0.8811045289410896
9,85,104,20,86,105,1,1.2605098485946655,0,-0.011643303528260207,18.887702998870814,4.10063942235319,3.741618537505192
9,90,109,20,91,110,1,1.2629753351211548,0,-0.011643303528260207,18.887702998870814,4.10063942235319,3.741618537505192
