unit,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,is_anomaly,injected_anomaly_type,isolation_forest_score,local_outlier_factor_score,zscore_score,mad_score
1,11,0.006794768771100821,-0.00017216756531759027,100.0,502.1702290085735,548.3293090238673,456.31178096645164,528.7678963791233,412.0145492187717,495.88235036538185,474.78177721473025,521.9649276020007,584.6384982911009,464.81879157985696,512.3216038796661,477.9144487270389,560.3728131988775,516.3281872321246,482.7129707863923,534.3741065929923,451.32248237463625,511.98569113494705,491.6352144351988,533.3988741987497,413.1705966542339,0,normal,0.014206217550731481,4.654447382399378,1.1025205654445596,1.1876918923998718
1,12,0.0035762835974494605,-5.840632599625133e-05,100.0,502.49555547063835,549.859650614207,456.0791658693835,527.8347715045576,411.6048886425709,495.7118686967649,473.6064403234825,520.8999736087898,584.5640082534636,464.19001386696476,511.2225509111751,477.8954945558432,560.5867831398795,516.4719816267852,482.62153559313776,535.3694814979384,453.788648588933,512.0547483629128,492.00947160485356,532.2522559143686,413.66099492162925,0,normal,0.01250476583469362,5.414951871650841,1.0714782977697677,1.1589594562449061
1,13,0.005382569914249089,-4.581627874784371e-07,100.0,505.5511760435187,548.7940163586893,457.08518640822086,529.6637461969726,411.4894575942428,496.4075299090054,474.05200997095886,519.3319299745486,584.922245356215,462.54257004729095,510.6779823194908,477.8438918340395,560.2298102984973,515.4907841146105,482.6476319131605,535.1461065039397,449.9128170937235,512.0266921507451,492.4523641820832,533.1881542430204,413.32972425041703,0,normal,0.015225092253458583,5.244534059399813,1.0889762781689747,1.17312956286014
1,14,-0.0043316991954025245,0.00012478170797199732,100.0,502.74305181450046,548.3344942528687,455.01013898963964,529.2881749657649,411.1949511671868,495.7224272142176,471.6215922677333,518.8407424178004,584.6772572523328,463.9124021592384,512.1829133110847,477.5964654219211,559.9491515888312,515.8280683004667,482.59161186240107,535.518827190142,451.0363110089505,512.0618699956287,492.0384910539793,532.7919287510134,412.00026589542495,0,normal,0.010446961907318864,5.323103203541967,1.0894179269459978,1.1755195370095937
1,15,0.005302614248399876,0.0002164060476908222,100.0,502.9655443857509,549.6520007645639,458.1453435940852,528.3223817056103,411.49660115313554,495.2786978959865,471.4441352344708,519.3773120028853,583.5122905151902,461.11021312876227,511.3734460158355,477.9735537001667,560.9730606393919,515.5233867017109,482.60819814549177,535.8113254128164,453.2176591686337,512.0812010165699,492.93255002462456,533.1589684589557,413.3078375104819,0,normal,0.016202451866039635,4.809944943747425,1.0960074575650143,1.1797240759259564
1,16,-0.0025169691887564154,0.00015295561964075697,100.0,503.67560240196616,547.6390334640345,455.5474049950676,528.3895899324605,411.0704145278766,494.832810875517,473.1023657994416,518.9061943594637,584.1235171260777,463.46997182799106,510.38505522589804,477.83346424743564,560.2698674245792,515.9747529075997,482.66959930450565,535.5602042553112,452.10037641346946,511.98465593420616,492.7343663131523,534.3303813313228,413.5048624028515,0,normal,0.010783350886011456,5.364055052733688,1.074644704383103,1.1596763071137406
1,17,0.001296469244383754,-0.000555137170571701,100.0,502.48942327989096,548.390547561385,456.3037992915816,529.1241084647614,411.1243608033838,494.0590292218556,472.323810823972,519.1454337289631,584.0075249444793,462.0703550086099,510.72878185822617,476.39057820448284,560.1788541761719,514.7660826672998,482.65891002047493,537.8306422527218,453.0140877980722,511.94054021338036,492.937856307314,534.2599826361758,414.1765800266557,0,normal,0.017664144440519447,4.882737342786368,1.134324966386055,1.2148517439400333
1,18,0.0021721087431831087,0.00012442637228669015,100.0,503.5453789432097,548.4526620337698,458.68073077006085,529.3766390408225,410.72031011121805,494.5827850681199,472.90717560963685,519.6057088635969,584.0592577643537,463.3413832024208,510.4226345424403,477.9941096972163,560.7656307442576,516.2559127911654,482.7364744847893,536.5483647203869,451.93946273475893,512.0386165809555,492.7519530431208,534.5786211133602,415.91024084715934,0,normal,0.011298469461728855,5.423803348004749,1.065601997499317,1.1484272587857747
1,19,0.009782639716421064,-0.00013682375578677277,100.0,502.3037260639593,549.1848101557338,456.7020874409225,527.7276835558957,410.6970388030104,495.29026732996147,474.1681559081313,517.5554282573826,582.9577909815079,461.183700348198,510.2958822968583,477.3972185549093,560.3198278617281,515.3761947161131,482.5866597194219,535.9503572999923,454.3336227810869,512.0232879181314,492.7672565303098,533.6007736752583,415.13025898956386,0,normal,0.01649058651850821,4.188877783786649,1.1339632523837206,1.2168745316863852
1,20,-0.001336172953468972,-8.912037689598033e-05,100.0,504.8074093901357,547.8611801057561,456.49851392506093,527.9423572512778,409.9955325489126,494.77846618398723,473.45488710217467,517.362302270849,584.4211489924066,461.21873302113767,511.38710914975394,477.73922565836324,560.0424318493396,515.8361536627615,482.6700815526174,537.5520511894022,450.13080449666063,511.9653898882512,493.99986866553076,532.9916847498772,414.0345393504811,0,normal,0.010351916465923705,5.729750027252248,1.0734766232403488,1.1563350029436157
1,21,0.005076916179482757,0.00017650491679629783,100.0,502.3463089461044,547.4043079367901,456.8526476059472,527.9122244567518,409.387340069314,493.61754798477483,471.5328847518686,518.474362198234,584.2815082641722,459.85804181557296,510.36393868057553,478.4244416412342,559.9955691496838,516.3917415687195,482.62690463293,536.8671166689021,450.9592375236852,511.9717160347457,493.4741250747883,532.7690785450676,417.805912831105,0,normal,0.013873902335316601,5.09686114125065,1.0888409550598706,1.1709644320868096
1,22,0.004182744918143962,-0.00025735365643016537,100.0,502.0480031413576,548.954228734539,454.9872627522175,527.7650606342947,410.14498588413954,493.76702397816535,471.0532235051508,516.1202473136888,583.1739773648811,462.9112305012363,510.9630991286011,477.6282043440424,560.4944182729292,516.5222113582538,482.6445134353657,537.4302420273034,452.1142137862322,512.0641170965188,493.9869621228631,531.8655255574007,415.2806321517681,0,normal,0.010589953522542883,5.0466030267946955,1.091271022265123,1.1757707818077239
1,23,-0.0032607735889949798,-6.131731876724973e-05,100.0,505.0715977024982,547.8286055253665,455.702502649796,527.4880588936446,409.72546395018236,493.4662040919175,470.84691693749755,516.026098219424,583.8158636647868,461.39115643752115,510.7952998002278,478.1552393339497,560.2600140762613,516.3841527593311,482.72723047047737,538.7127208114399,453.51825478229006,512.0173027847484,494.53280470592654,532.4947494304585,415.6950934410754,0,normal,0.007292658150423792,5.641129003288882,1.0733542703447903,1.1576537512541394
1,24,-0.0030253776325022234,-7.310711897373239e-05,100.0,501.96620680508715,547.699892564043,456.22333167060475,527.6100631709929,409.5281540945026,493.26104146893715,472.40007124549413,514.9392263862437,583.596816790265,462.75387228146735,510.6390048518418,477.38483658934075,561.325682978661,516.0938905116858,482.6549716621101,537.4768439291081,452.98268356888667,512.0418020020328,493.4397712740896,532.6880785850379,416.165554725556,0,normal,0.007756678897882008,5.640864587849115,1.0703515378671873,1.153840338580926
1,25,0.0025408837104989174,-0.00034427863604136714,100.0,503.4933168162201,548.2242567556418,454.30224954296455,527.3952824224501,409.2411365060204,493.91484897287677,472.8327448517477,516.677581559018,583.381795500315,461.96462155237595,511.09516769240344,477.2560359178538,561.0784277311407,517.4443284098364,482.6140050106959,538.3380388081036,453.74192158152334,511.94091416666197,494.646549620914,532.9202945454031,417.7423167460339,0,normal,0.012024025753996193,5.080579361278511,1.0922594820270033,1.1746828159889415
1,26,0.011536455673775134,1.7651561406758315e-05,100.0,504.69975772612423,547.8528650686475,453.3743465131537,527.493305501435,409.10486637777063,494.0369162185659,471.5157776589808,514.0743646489835,584.054462538056,461.8673204663463,510.83463734068613,477.82275530890917,561.8091260833678,516.9369782461482,482.6796423013876,537.7158694529295,452.45794541892514,511.9954688319722,494.2149376181157,533.7508382710462,414.3843500672028,0,normal,0.022331288033700214,4.2310671355891545,1.1702318963226812,1.254692873617374
1,27,0.0005344232887473888,-1.700798737143869e-05,100.0,502.60549021241786,547.7818826617449,455.7214320468076,527.9477079132223,408.8966680282074,493.5427714818675,471.25574754768445,514.6471939989144,584.2394253875436,461.61561188750306,510.7729153586944,478.5373343542391,561.5734632308341,517.2069110386935,482.7221506296832,537.8843674031566,454.8960912350549,511.99461978785,495.2424479239031,533.0639027614162,415.94432884990636,0,normal,0.007529595535122002,5.637093647884947,1.0652144946190023,1.1500748748050222
1,28,0.0014470944175103539,-0.000291778592411178,100.0,503.7849626666396,547.2259499581589,456.7450042014208,526.8742122900491,409.02986017630593,492.90322158303417,470.66275508685777,516.0577786880899,583.8536179527771,462.6508504535417,510.6282747568298,477.1540335107175,562.1749289571086,516.9181064138785,482.67260897093945,539.2154782569605,454.40117388124816,511.9760637467487,494.5305290338989,534.9299537814035,417.49336383703155,0,normal,0.008868276245733164,5.325288764739498,1.0825457608304714,1.164702149273361
1,29,0.005760344104290902,-0.00033347766810726053,100.0,501.51660880165616,546.9859807047695,455.2797958357497,528.4874444889963,408.636836903133,492.7137349267467,471.56039491371445,514.5123503091318,582.3096147311751,460.74221556916666,510.91528503207024,478.10492265886165,562.6441832725912,518.1648495560801,482.7150662602508,537.489120136093,454.13703041983564,512.0568502052124,494.2855010501546,533.8402885114497,416.69353347145943,0,normal,0.012696000007262565,4.5077442764496976,1.1134813838157098,1.1935685620868988
1,30,0.003985842902718009,-0.0008443709364426222,100.0,502.76140953556103,546.1844200516864,455.625611496149,526.5431773812135,408.5101979691314,491.95713170953417,470.1935477505541,516.0344159064817,583.2969264994248,463.0536961663594,511.50679597639277,477.8619567114067,561.7557323902677,517.7762424037343,482.70498992498034,539.4796092152467,453.5665605736342,511.99734250917174,494.9842994153551,534.0544586473435,417.9278112850969,0,normal,0.01879265367039651,4.502911569009052,1.2170359977595133,1.2928862702869215
1,31,0.001347917826546623,-0.0001599922760554502,100.0,502.5135121169534,547.0291660986699,455.5939086914215,526.5582861414164,408.07202670413363,492.61739246653315,469.4647395450583,515.3144496263011,583.8925830948646,463.8543768227715,511.1611975555497,478.36715512141325,562.9423691228886,517.836514469807,482.62019981097114,538.5600895518635,454.0468044792122,511.96954637684644,494.9597071171946,534.8851746060785,416.3910064200005,0,normal,0.006650231199265,5.550222800198337,1.0732932886233928,1.1577916366328918
1,32,0.008079340885486756,-0.00027630603686662844,100.0,502.6435915786901,545.9180903566702,454.26362358736714,527.0366993150718,408.19554626171004,493.1196238742776,471.47202376869535,517.1168555592686,584.6242617514246,462.69586720317017,512.1988645766087,477.4384066583901,563.1600772520711,518.0340382133968,482.69015473734464,539.9085845528325,453.8327771901722,512.004486299194,495.90764422328493,534.7872905155413,416.82644027631073,0,normal,0.01633203985795051,4.348043950400661,1.1351816633030072,1.2181673328735716
1,33,0.004148911787979628,-0.0006748360986712652,100.0,499.6091721412574,547.8538973763484,454.928354500798,527.3018283072853,408.1847802309793,492.5990787652217,471.88179248153546,516.0571679182007,583.5124200227616,463.3303277618807,511.80431980332907,477.7661770287237,563.8985667701843,518.0332461051737,482.63480585457523,539.0626375192302,453.3725418222523,511.97874710545324,495.276780565717,534.7547134703948,416.19102306010006,0,normal,0.017478559881426103,4.531779871928285,1.1773508377382487,1.2557522021537642
1,34,-0.007827121130813958,-0.00013104087132700032,100.0,499.96873115162674,547.2306339489439,455.19294768077077,527.3068871022307,408.24842193176113,492.6369304076304,471.8367982591262,515.5060275472757,583.5558488735876,464.209189617716,511.24406427888533,478.1389842490432,563.6382607719596,518.2230713379867,482.7210874974701,540.1456742926483,455.3208584078803,511.93988000936986,495.58404782709243,533.9087328908971,414.90279416739094,0,normal,0.01337307624323636,4.943891161727177,1.1195691438601836,1.2033105438946599
1,35,0.0024731932993050736,0.00012734245985589,100.0,499.22877772750144,546.2397657982596,455.6328911727425,527.1742216885359,408.41294980829275,492.74074894559527,472.237989360424,516.022582987314,583.2546823706376,462.6706809810786,512.6428509164837,478.0176567750909,564.0055895145732,519.6209137624929,482.76608175426884,540.0020589381919,453.3911211370678,511.98105850526395,495.25913017974193,533.1165018103793,417.26982150876086,0,normal,0.007465329759284933,5.434102784647328,1.0745020259066573,1.1569203081468846
1,36,-0.005684821035798964,-0.00018873518490135872,100.0,500.9736038757878,545.4421933849162,453.54481399689956,526.3595219921411,407.72141276151115,492.5680741121553,471.80159500104236,515.3370717230025,582.988851262785,462.60805428060814,511.3059226592107,478.09258914460344,564.5829735687155,518.7018833846709,482.7288800964355,541.2051303290044,453.30044137494866,511.9903903165893,495.0073397501798,534.476669437309,416.7040171578467,0,normal,0.009674652767255099,5.425706041257385,1.1055763402463643,1.1872592199434657
1,37,0.0015864798523981774,-0.00024337594952392422,100.0,502.2275625446357,545.5599256844754,454.16191536268417,526.3964202018278,408.0606190549714,492.5289140001563,470.1855219327733,516.3084857255475,584.2897601460725,465.7622356993398,512.0147529641738,478.6672331927679,564.6095308864325,520.1762735043666,482.634506238332,540.1468854734242,453.9444514799981,511.9751387822472,496.1663779039245,537.4941004627049,414.70095795161467,0,normal,0.010408746193512619,5.5452668652227715,1.0887273529721226,1.1730976191269247
1,38,-0.010851351227702826,0.0003493646364559116,100.0,500.9618801229252,547.0635491619175,452.8389819531905,528.2306166210933,407.8550025686813,492.62515791426966,472.32063974121985,515.9699296584935,583.6089474523011,462.7016124490167,512.8544725932842,478.01713089856116,564.1249131834277,519.0791818758855,482.6843959414798,540.5277453153686,457.31136262263783,511.99514002770377,495.8642407487815,534.3908586604849,416.8916710715682,0,normal,0.030688810991997162,4.446423973563666,1.1826171860682066,1.2643263701416223
1,39,-0.00467138714962665,-0.00013016255766717878,100.0,501.6069065342592,546.0982453714145,452.8145182090532,527.0981494707739,408.4574978408451,492.7461232665855,471.95865866276773,517.2029244553398,583.7292548300491,467.6951762218773,513.1851102244382,477.2883490750318,565.8585046438086,519.1814411372147,482.6819464740296,541.2860407832341,457.07699400661664,512.0067641186445,496.0822037250065,534.2097906828997,414.8383332154986,0,normal,0.009532035857236387,5.59055947538342,1.0911814478698694,1.1779211143866355
1,40,0.009215920862650896,-0.0004363363418332725,100.0,500.4888308430339,546.4347705992251,455.86493770675594,528.1558630314784,408.1577491182201,493.2204931564421,473.73368046775,517.3096581528764,584.4946690164825,464.91719037289806,511.9017420952478,478.63293498356126,565.6497736497154,520.0665229456403,482.68970413448824,539.7037572709438,457.0525517852586,512.0241927814947,496.53861898640355,533.5730712352769,413.8468882814184,0,normal,0.019510314205327783,4.243768519238998,1.171154599671539,1.2542306913212888
1,41,-0.0021407618663744493,1.8111773140975415e-05,100.0,502.9990916586862,544.815087513212,453.9121541827778,526.3758971852611,407.9412116802218,492.86488639183494,473.45783452047834,515.8728842329458,582.9060714883234,465.2318085811089,512.7616830209798,477.9079638088665,565.7469526092501,519.4787443112269,482.6990440713545,540.8112154495035,455.4186113553316,512.0463971577634,496.6184629857215,534.5005458099645,412.7528664216711,0,normal,0.0077089069604691085,5.62441053058582,1.0783822318269003,1.1631593745453521
1,42,-0.0009274322973164004,-0.0004300695128336977,100.0,501.16510496394227,547.2498348513369,454.1631146151675,527.5539251622707,408.0002320590566,493.18699127843854,472.9855285944356,517.5081016956004,583.811998837875,464.8417799737468,513.6374601400519,478.1455082816751,565.7739081583891,519.8718297347884,482.7058392730657,541.6098199165466,454.70612915988136,511.9865009598364,496.7752141279799,533.7285974460871,413.8845595755561,0,normal,0.013179666605078522,5.218642049787993,1.1178163946926465,1.200373013239276
1,43,0.000392743832827342,-0.00029475239764675874,100.0,501.69072640598597,545.4862412618444,455.0176958916259,526.3273224198592,407.7389686827541,493.0035902469295,473.8860000402242,518.1786978716453,584.0015905967557,466.51730252980605,512.5792208908875,479.69695841453256,566.232652416116,519.5104502373173,482.80333477157154,539.7525630330558,455.6381885610011,511.95819408120985,495.7870240427493,535.957674184017,413.48722278692895,0,normal,0.01054273225539648,5.461581057168208,1.0895899380523448,1.1738911549529787
1,44,-0.0061545153124723355,0.0006086635998979425,100.0,500.4482351384013,546.7388306351052,455.15744716672623,526.0747636994605,408.64376917683296,493.87268658016535,473.93045052510945,519.8898372418984,583.664900519789,468.87610749740963,513.0174558457552,479.1873142476152,566.6266928705492,520.1439253144985,482.608516816218,542.2884271405652,454.52165263102916,512.0763787193966,496.60630560843646,535.5534473936845,412.5894691189364,0,normal,0.0206195240698257,4.262607345562412,1.1774802394253165,1.2599775567826208
1,45,-0.0016067676351006665,-0.000483605724685283,100.0,501.34581395850114,546.0474165529367,455.44904124445515,526.949254287959,409.1069625121585,493.1462252350743,474.41747032911655,520.0042461803235,584.3773670012332,466.8845945135232,512.5721281668299,478.49454963191937,566.3938091222903,520.9607377281623,482.70161799732176,540.9846642801435,457.19895871553115,512.028895388995,495.6114148555406,536.2515149040092,413.2830853154071,0,normal,0.015088382183797822,5.148024677405871,1.122785412050942,1.2053944087731205
1,46,0.0025037263928593457,2.1655013078808742e-05,100.0,499.83112741085773,544.9598130418517,454.746423480061,526.8693734202341,408.5900641738306,495.08362969000615,473.8825437043131,519.2609219558283,584.4529605403401,467.26279232904227,514.5908747443996,478.73357126900686,566.7341389782125,520.3747666984268,482.69309592334474,540.0856804657278,455.87729884599366,511.9288383487464,495.9499411702559,534.5291814509197,412.10185640926915,0,normal,0.00940948820363463,5.561557244744694,1.0791979722285827,1.1661768524313665
1,47,0.0006630589788951727,-0.0008249079916566995,100.0,499.8434607609645,544.5665566989433,454.53669882591066,526.9041896350604,408.84806433230375,493.45240174903165,475.2582798820645,518.924234429621,583.7854887794667,467.2428625439991,514.8167595022082,477.58843804787034,567.2986720932303,519.7673968220257,482.65872627414916,542.0624335010641,456.4074868016918,511.99645549620533,496.8284592767322,533.3323999035315,410.7752656803684,0,normal,0.01805624291540142,4.703121091355766,1.2158461409455448,1.294906286544576
1,48,0.002723460811124698,-0.0003093068753805599,100.0,500.3665182179114,545.4966941173928,452.7962969259538,527.934736368157,409.2555079518313,494.0365126029997,476.7112207571374,519.2604981653911,583.4197114639238,467.2965384645676,513.554660630447,478.4144036013663,567.0853619353477,521.0797007505944,482.70203611326565,540.9115049833053,457.02509566149394,511.9963829134576,496.64926691774167,535.6787234524803,412.0040552480293,0,normal,0.011923924885156145,5.090342433623096,1.1006577113724498,1.1856882289755544
1,49,0.0047950745170198044,-0.0006294635613045803,100.0,500.95326019288984,546.0246359724975,453.95630250621224,527.9449219066672,409.45796050500854,494.05015786104195,475.322066838447,521.3747773621117,583.937216726384,467.4096115574246,513.9192002321362,479.1848884233623,566.6891811824332,520.1346438614695,482.79081561864706,538.6934339632471,456.2449212332346,511.94655293030956,496.3627509496409,535.0804446101158,410.4834526040977,0,normal,0.020429820860761727,4.530439696633459,1.1733250776538764,1.2558168794090967
1,50,0.003100199453571026,-0.00036985704121792243,100.0,501.2734352308941,546.7531709001253,452.7235951468333,526.4546092325006,409.31799499834517,494.9419828019602,474.7529016081365,521.3700484033949,583.0280555513327,467.69751664455447,513.1669938567948,478.13519354663094,566.6914246944485,519.8636344451683,482.685741027287,539.6356041718162,456.7784881885211,511.97197185593757,497.2557385282322,536.3025408331625,411.6312741586288,0,normal,0.01417926891447796,4.929960704563372,1.1106962023186067,1.196436623968435
1,51,0.006954622075102494,-0.0002224011001452925,100.0,501.03742690273424,544.0625636290844,454.6346670516586,527.8023113430611,409.45395737570465,494.7273107717507,473.9537580069088,520.6310782912326,584.0424620350777,467.364317829253,515.2627916345879,478.7667023760228,566.6340761168909,519.8027336609484,482.69061378637247,539.7001613437391,455.6999485192223,512.0061884539612,496.4766548928048,536.0592343899046,410.3922365071488,0,normal,0.014375056634719052,4.600902676991157,1.1224045376332052,1.207902378140271
1,52,0.0026158975926206204,0.00036418587193559805,100.0,500.46152844488995,547.5567023463253,454.088621690018,526.9087718750711,409.90127698474265,494.4209129111603,476.5862209078106,520.9021029112649,584.5598382582857,468.79735954536585,515.1625516375092,479.24446757875995,566.9669670845533,519.0539714316899,482.62872235135694,540.9665681041728,455.7129945816772,511.98594379952107,496.7128309283783,536.2200959453529,411.93742584497636,0,normal,0.014679965136618955,4.9390884645605855,1.1067744681685665,1.1932644431036807
1,53,0.009278768351266486,0.000527035056586935,100.0,498.59754208096064,543.9185310252271,455.24072735005956,528.3351810529757,410.29098535695624,495.47419153839445,477.5498095211806,522.1643762227588,584.3498346137106,470.05315428662647,514.4831234843244,478.37656575284706,566.0704465982787,518.6469532515056,482.650718571134,539.600914634718,454.94026209107915,512.0278345974219,497.00813639953276,535.638961766686,410.73530079888053,0,normal,0.023648009251900137,4.3589654124950625,1.1876036721699614,1.272210043736944
1,54,-0.004752360670146484,0.00024324273415391516,100.0,500.93182120152784,545.9107859645271,455.55925250366994,525.8017696792888,410.2583443228707,495.0539295563895,475.8949759557498,521.9815960407195,584.4513282557427,468.9286745956362,514.8262032596208,477.8690946260981,566.3390805176804,518.7603411270255,482.74232063107195,541.3829528605278,453.70799173668104,512.0192125946276,497.4801473556535,535.5732454417696,409.8883195942948,0,normal,0.012738177018714159,5.067580053094081,1.1069591068056106,1.193127851938292
1,55,0.0018317892455784546,-2.8248609947243364e-06,100.0,502.1181434571998,546.6766405330692,455.3552604420958,528.2415704679385,410.52853571775074,495.4530558282317,476.5965062585484,522.9335651093335,584.3725651772412,469.92575969541997,512.7905547364567,478.73663231497676,566.2260539771517,519.4752822878221,482.60731731692977,540.7090174229423,455.2402303519896,511.9946752502023,497.30475087790916,535.7731651454413,408.15977983108326,0,normal,0.010078732591304207,5.630488232897173,1.0800510727138402,1.1690594440316149
1,56,-0.013335166762115477,-0.00030321561171488525,100.0,499.85006330937773,547.4507010235271,456.1562688823576,528.5376906088741,410.6289602677726,494.8912304660136,476.64155228132444,524.2708969918964,583.4126137000394,470.15846349868906,513.9192412574138,478.3011211079679,565.8132491124796,519.4300150495187,482.58902207276583,540.9500883928414,452.348958195307,511.97157531099094,497.3111866019637,536.7133619020776,409.99177245391513,0,normal,0.032769932376838895,4.552322171627508,1.222126129185325,1.3042435924518896
1,57,-0.0009355276072681326,0.0001669544609379832,100.0,502.9949458333846,547.1783125611267,453.042656277404,528.2533079667951,411.09915026640016,495.8184216054308,476.6328775748946,524.0505629948842,584.019869258884,468.0372990904165,513.8807815302769,478.866118644538,565.6627567105085,518.4385021588298,482.70035872797854,541.3824404158921,453.57637161092197,511.96826845331674,496.71689186182397,536.2014395849169,411.2346976302947,0,normal,0.011490242149692187,5.509134956948899,1.0832968977197355,1.1705529076780443
